	zeit	Soll Temp	Ist Temp	Heizung	temp erreicht	Pumpe
1654999	1655	86	85	0	1	0
1655763	1656	86	85	0	1	0
1656529	1657	86	85	0	1	0
1657294	1657	86	85	0	1	0
1658060	1658	86	85	0	1	0
1658825	1659	86	85	0	1	0
1659591	1660	86	85	0	1	0
1660356	1660	86	85	0	1	0
1661122	1661	86	85	0	1	0
1661888	1662	86	85	0	1	0
1662653	1663	86	85	0	1	0
1663419	1663	86	85	0	1	0
1664184	1664	86	85	0	1	0
1664950	1665	86	85	0	1	0
1665715	1666	86	85	0	1	0
1666481	1666	86	85	0	1	0
1667246	1667	86	85	0	1	0
1668012	1668	86	85	0	1	0
1668776	1669	86	85	0	1	0
1669542	1670	86	85	0	1	0
1670307	1670	86	85	0	1	0
1671073	1671	86	85	0	1	0
1671839	1672	86	85	0	1	0
1672604	1673	86	85	0	1	0
1673370	1673	86	85	0	1	0
1674135	1674	86	85	0	1	0
1674901	1675	86	85	0	1	0
1675666	1676	86	85	0	1	0
1676432	1676	86	85	0	1	0
1677197	1677	86	85	0	1	0
1677963	1678	86	85	0	1	0
1678728	1679	86	85	0	1	0
1679494	1679	86	85	0	1	0
1680259	1680	86	85	0	1	0
1681025	1681	86	85	0	1	0
1681790	1682	86	85	0	1	0
1682555	1683	86	85	0	1	0
1683321	1683	86	85	0	1	0
1684086	1684	86	85	0	1	0
1684852	1685	86	85	0	1	0
1685617	1686	86	85	0	1	0
1686383	1686	86	85	0	1	0
1687148	1687	86	85	0	1	0
1687914	1688	86	85	0	1	0
1688679	1689	86	84	0	1	0
1689445	1689	86	85	0	1	0
1690210	1690	86	85	0	1	0
1690976	1691	86	85	0	1	0
1691742	1692	86	85	0	1	0
1692507	1693	86	85	0	1	0
1693273	1693	86	85	0	1	0
1694038	1694	86	85	0	1	0
1694803	1695	86	85	0	1	0
1695568	1696	86	84	0	1	0
1696334	1696	86	84	0	1	0
1697099	1697	86	85	0	1	0
1697865	1698	86	84	0	1	0
1698630	1699	86	84	0	1	0
1699396	1699	86	84	0	1	0
1700161	1700	86	84	0	1	0
1700927	1701	86	85	0	1	0
1701693	1702	86	84	0	1	0
1702458	1702	86	85	0	1	0
1703224	1703	86	84	0	1	0
1703989	1704	86	84	0	1	0
1704755	1705	86	84	0	1	0
1705520	1706	86	84	0	1	0
1706286	1706	86	84	0	1	0
1707051	1707	86	84	0	1	0
1707816	1708	86	84	0	1	0
1708581	1709	86	84	0	1	0
1709347	1709	86	84	0	1	0
1710112	1710	86	84	0	1	0
1710878	1711	86	84	0	1	0
1711644	1712	86	84	0	1	0
1712409	1712	86	84	0	1	0
1713175	1713	86	84	0	1	0
1713940	1714	86	84	0	1	0
1714706	1715	86	84	0	1	0
1715471	1715	86	84	0	1	0
1716237	1716	86	84	0	1	0
1717002	1717	86	84	0	1	0
1717768	1718	86	84	0	1	0
1718533	1719	86	84	0	1	0
1719299	1719	86	84	0	1	0
1720064	1720	86	84	0	1	0
1720829	1721	86	84	0	1	0
1721595	1722	86	84	0	1	0
1722360	1722	86	84	0	1	0
1723126	1723	86	85	0	1	0
1723891	1724	86	84	0	1	0
1724657	1725	86	84	0	1	0
1725422	1725	86	85	0	1	0
1726188	1726	86	84	0	1	0
1726953	1727	86	84	0	1	0
1727719	1728	86	84	0	1	0
1728484	1728	86	84	0	1	0
1729250	1729	86	85	0	1	0
1730015	1730	86	84	0	1	0
1730781	1731	86	84	0	1	0
1731547	1732	86	84	0	1	0
1732312	1732	86	84	0	1	0
1733078	1733	86	84	0	1	0
1733842	1734	86	84	0	1	0
1734608	1735	86	84	0	1	0
1735373	1735	86	84	0	1	0
1736139	1736	86	85	0	1	0
1736904	1737	86	84	0	1	0
1737670	1738	86	84	0	1	0
1738435	1738	86	84	0	1	0
1739201	1739	86	84	0	1	0
1739966	1740	86	84	0	1	0
1740732	1741	86	84	0	1	0
1741498	1741	86	84	0	1	0
1742263	1742	86	84	0	1	0
1743029	1743	86	84	0	1	0
1743794	1744	86	84	0	1	0
1744560	1745	86	84	0	1	0
1745325	1745	86	85	0	1	0
1746091	1746	86	84	0	1	0
1746855	1747	86	84	0	1	0
1747621	1748	86	84	0	1	0
1748386	1748	86	84	0	1	0
1749152	1749	86	84	0	1	0
1749917	1750	86	84	0	1	0
1750683	1751	86	84	0	1	0
1751449	1751	86	84	0	1	0
1752214	1752	86	84	0	1	0
1752980	1753	86	84	0	1	0
1753745	1754	86	84	0	1	0
1754511	1755	86	84	0	1	0
1755276	1755	86	84	0	1	0
1756042	1756	86	84	0	1	0
1756807	1757	86	84	0	1	0
1757573	1758	86	84	0	1	0
1758338	1758	86	84	0	1	0
1759104	1759	86	84	0	1	0
1759868	1760	86	84	0	1	0
1760634	1761	86	84	0	1	0
1761400	1761	86	84	0	1	0
1762165	1762	86	84	0	1	0
1762931	1763	86	84	0	1	0
1763696	1764	86	84	0	1	0
1764462	1764	86	84	0	1	0
1765227	1765	86	84	0	1	0
1765993	1766	86	84	0	1	0
1766758	1767	86	84	0	1	0
1767524	1768	86	84	0	1	0
1768289	1768	86	84	0	1	0
1769055	1769	86	84	0	1	0
1769820	1770	86	84	0	1	0
1770586	1771	86	84	0	1	0
1771352	1771	86	84	0	1	0
1772116	1772	86	84	0	1	0
1772882	1773	86	84	0	1	0
1773647	1774	86	84	0	1	0
1774413	1774	86	84	0	1	0
1775178	1775	86	84	0	1	0
1775944	1776	86	84	0	1	0
1776709	1777	86	84	0	1	0
1777475	1777	86	84	0	1	0
1778240	1778	86	84	0	1	0
1779006	1779	86	84	0	1	0
1779771	1780	86	84	0	1	0
1780537	1781	86	84	0	1	0
1781303	1781	86	84	0	1	0
1782068	1782	86	84	0	1	0
1782834	1783	86	84	0	1	0
1783599	1784	86	84	0	1	0
1784365	1784	86	84	0	1	0
1785129	1785	86	84	0	1	0
1785895	1786	86	84	0	1	0
1786660	1787	86	84	0	1	0
1787426	1787	86	84	0	1	0
1788191	1788	86	84	0	1	0
1788957	1789	86	84	0	1	0
1789722	1790	86	84	0	1	0
1790488	1790	86	84	0	1	0
1791254	1791	86	84	0	1	0
1792019	1792	86	84	0	1	0
1792785	1793	86	84	0	1	0
1793550	1794	86	84	0	1	0
1794316	1794	86	84	0	1	0
1795081	1795	86	84	0	1	0
1795847	1796	86	84	0	1	0
1796612	1797	86	84	0	1	0
1797378	1797	86	84	0	1	0
1798142	1798	86	84	0	1	0
1798908	1799	86	84	0	1	0
1799674	1800	86	84	0	1	0
1800439	1800	86	84	0	1	0
1801205	1801	86	84	0	1	0
1801970	1802	86	84	0	1	0
1802736	1803	86	84	0	1	0
1803501	1804	86	84	0	1	0
1804267	1804	86	84	0	1	0
1805032	1805	86	84	0	1	0
1805798	1806	86	84	0	1	0
1806563	1807	86	84	0	1	0
1807329	1807	86	84	0	1	0
1808094	1808	86	84	0	1	0
1808860	1809	86	84	0	1	0
1809626	1810	86	84	0	1	0
1810391	1810	86	84	0	1	0
1811156	1811	86	84	0	1	0
1811921	1812	86	84	0	1	0
1812687	1813	86	84	0	1	0
1813452	1813	86	84	0	1	0
1814218	1814	86	84	0	1	0
1814983	1815	86	84	0	1	0
1815749	1816	86	84	0	1	0
1816514	1817	86	84	0	1	0
1817280	1817	86	84	0	1	0
1818045	1818	86	84	0	1	0
1818811	1819	86	84	0	1	0
1819577	1820	86	84	0	1	0
1820342	1820	86	84	0	1	0
1821108	1821	86	84	0	1	0
1821873	1822	86	84	0	1	0
1822639	1823	86	84	0	1	0
1823404	1823	86	84	0	1	0
1824169	1824	86	84	0	1	0
1824934	1825	86	84	0	1	0
1825700	1826	86	84	0	1	0
1826465	1826	86	84	0	1	0
1827231	1827	86	84	0	1	0
1827996	1828	86	84	0	1	0
1828762	1829	86	84	0	1	0
1829528	1830	86	84	0	1	0
1830293	1830	86	84	0	1	0
1831059	1831	86	84	0	1	0
1831824	1832	86	84	0	1	0
1832590	1833	86	84	0	1	0
1833355	1833	86	84	0	1	0
1834121	1834	86	84	0	1	0
1834886	1835	86	84	0	1	0
1835652	1836	86	84	0	1	0
1836417	1836	86	84	0	1	0
1837182	1837	86	84	0	1	0
1837947	1838	86	84	0	1	0
1838713	1839	86	84	0	1	0
1839479	1839	86	84	0	1	0
1840244	1840	86	84	0	1	0
1841010	1841	86	84	0	1	0
1841775	1842	86	84	0	1	0
1842541	1843	86	84	0	1	0
1843306	1843	86	84	0	1	0
1844072	1844	86	84	0	1	0
1844837	1845	86	84	0	1	0
1845603	1846	86	84	0	1	0
1846368	1846	86	84	0	1	0
1847134	1847	86	84	0	1	0
1847899	1848	86	84	0	1	0
1848665	1849	86	84	0	1	0
1849431	1849	86	84	0	1	0
1850195	1850	86	84	0	1	0
1850961	1851	86	84	0	1	0
1851726	1852	86	84	0	1	0
1852492	1852	86	84	0	1	0
1853257	1853	86	84	0	1	0
1854023	1854	86	84	0	1	0
1854788	1855	86	84	0	1	0
1855554	1856	86	84	0	1	0
1856319	1856	86	84	0	1	0
1857085	1857	86	84	0	1	0
1857850	1858	86	84	0	1	0
1858616	1859	86	84	0	1	0
1859382	1859	86	84	0	1	0
1860147	1860	86	84	0	1	0
1860913	1861	86	84	0	1	0
1861678	1862	86	84	0	1	0
1862444	1862	86	84	0	1	0
1863208	1863	86	84	0	1	0
1863974	1864	86	84	0	1	0
1864739	1865	86	84	0	1	0
1865505	1866	86	84	0	1	0
1866270	1866	86	84	0	1	0
1867036	1867	86	84	0	1	0
1867801	1868	86	84	0	1	0
1868567	1869	86	84	0	1	0
1869333	1869	86	84	0	1	0
1870098	1870	86	84	0	1	0
1870864	1871	86	84	0	1	0
1871629	1872	86	84	0	1	0
1872395	1872	86	84	0	1	0
1873160	1873	86	84	0	1	0
1873926	1874	86	84	0	1	0
1874691	1875	86	84	0	1	0
1875457	1875	86	84	0	1	0
1876221	1876	86	84	0	1	0
1876987	1877	86	84	0	1	0
1877752	1878	86	84	0	1	0
1878518	1879	86	84	0	1	0
1879284	1879	86	84	0	1	0
1880049	1880	86	84	0	1	0
1880815	1881	86	84	0	1	0
1881580	1882	86	84	0	1	0
1882346	1882	86	84	0	1	0
1883111	1883	86	84	0	1	0
1883877	1884	86	84	0	1	0
1884642	1885	86	84	0	1	0
1885408	1885	86	84	0	1	0
1886173	1886	86	84	0	1	0
1886939	1887	86	84	0	1	0
1887704	1888	86	84	0	1	0
1888470	1888	86	84	0	1	0
1889235	1889	86	84	0	1	0
1890000	1890	86	84	0	1	0
1890766	1891	86	84	0	1	0
1891531	1892	86	84	0	1	0
1892297	1892	86	84	0	1	0
1893062	1893	86	84	0	1	0
1893828	1894	86	84	0	1	0
1894593	1895	86	84	0	1	0
1895359	1895	86	84	0	1	0
1896124	1896	86	84	0	1	0
1896890	1897	86	84	0	1	0
1897655	1898	86	84	0	1	0
1898421	1898	86	84	0	1	0
1899187	1899	86	84	0	1	0
1899952	1900	86	84	0	1	0
1900718	1901	86	84	0	1	0
1901483	1901	86	84	0	1	0
1902248	1902	86	84	0	1	0
1903013	1903	86	84	0	1	0
1903779	1904	86	84	0	1	0
1904544	1905	86	84	0	1	0
1905310	1905	86	84	0	1	0
1906075	1906	86	84	0	1	0
1906841	1907	86	84	0	1	0
1907606	1908	86	84	0	1	0
1908372	1908	86	84	0	1	0
1909138	1909	86	84	0	1	0
1909903	1910	86	84	0	1	0
1910669	1911	86	84	0	1	0
1911434	1911	86	84	0	1	0
1912200	1912	86	84	0	1	0
1912965	1913	86	84	0	1	0
1913731	1914	86	84	0	1	0
1914496	1914	86	84	0	1	0
1915261	1915	86	84	0	1	0
1916026	1916	86	84	0	1	0
1916792	1917	86	84	0	1	0
1917558	1918	86	84	0	1	0
1918323	1918	86	84	0	1	0
1919089	1919	86	84	0	1	0
1919854	1920	86	84	0	1	0
1920620	1921	86	84	0	1	0
1921385	1921	86	84	0	1	0
1922151	1922	86	84	0	1	0
1922916	1923	86	84	0	1	0
1923682	1924	86	84	0	1	0
1924447	1924	86	84	0	1	0
1925213	1925	86	84	0	1	0
1925978	1926	86	84	0	1	0
1926744	1927	86	84	0	1	0
1927510	1928	86	84	0	1	0
1928274	1928	86	84	0	1	0
1929040	1929	86	84	0	1	0
1929805	1930	86	84	0	1	0
1930571	1931	86	84	0	1	0
1931336	1931	86	84	0	1	0
1932102	1932	86	84	0	1	0
1932867	1933	86	84	0	1	0
1933633	1934	86	84	0	1	0
1934398	1934	86	84	0	1	0
1935164	1935	86	84	0	1	0
1935929	1936	86	84	0	1	0
1936695	1937	86	84	0	1	0
1937461	1937	86	84	0	1	0
1938226	1938	86	84	0	1	0
1938992	1939	86	84	0	1	0
1939757	1940	86	84	0	1	0
1940523	1941	86	84	0	1	0
1941287	1941	86	84	0	1	0
1942053	1942	86	84	0	1	0
1942818	1943	86	84	0	1	0
1943584	1944	86	84	0	1	0
1944349	1944	86	84	0	1	0
1945115	1945	86	84	0	1	0
1945880	1946	86	84	0	1	0
1946646	1947	86	84	0	1	0
1947412	1947	86	84	0	1	0
1948177	1948	86	84	0	1	0
1948943	1949	86	84	0	1	0
1949708	1950	86	84	0	1	0
1950474	1950	86	84	0	1	0
1951239	1951	86	84	0	1	0
1952005	1952	86	84	0	1	0
1952770	1953	86	84	0	1	0
1953536	1954	86	84	0	1	0
1954300	1954	86	84	0	1	0
1955066	1955	86	84	0	1	0
1955831	1956	86	84	0	1	0
1956597	1957	86	84	0	1	0
1957363	1957	86	84	0	1	0
1958128	1958	86	84	0	1	0
1958894	1959	86	84	0	1	0
1959659	1960	86	84	0	1	0
1960425	1960	86	84	0	1	0
1961190	1961	86	84	0	1	0
1961956	1962	86	84	0	1	0
1962721	1963	86	84	0	1	0
1963487	1963	86	84	0	1	0
1964252	1964	86	84	0	1	0
1965018	1965	86	84	0	1	0
1965783	1966	86	84	0	1	0
1966548	1967	86	84	0	1	0
1967314	1967	86	84	0	1	0
1968079	1968	86	84	0	1	0
1968845	1969	86	84	0	1	0
1969610	1970	86	84	0	1	0
1970376	1970	86	84	0	1	0
1971141	1971	86	84	0	1	0
1971907	1972	86	84	0	1	0
1972672	1973	86	84	0	1	0
1973438	1973	86	84	0	1	0
1974203	1974	86	84	0	1	0
1974969	1975	86	84	0	1	0
1975734	1976	86	84	0	1	0
1976500	1977	86	84	0	1	0
1977266	1977	86	84	0	1	0
1978031	1978	86	84	0	1	0
1978797	1979	86	84	0	1	0
1979561	1980	86	84	0	1	0
1980327	1980	86	84	0	1	0
1981092	1981	86	84	0	1	0
1981858	1982	86	84	0	1	0
1982623	1983	86	84	0	1	0
1983389	1983	86	84	0	1	0
1984154	1984	86	84	0	1	0
1984920	1985	86	84	0	1	0
1985685	1986	86	84	0	1	0
1986451	1986	86	84	0	1	0
1987217	1987	86	84	0	1	0
1987982	1988	86	84	0	1	0
1988748	1989	86	84	0	1	0
1989513	1990	86	84	0	1	0
1990279	1990	86	84	0	1	0
1991044	1991	86	84	0	1	0
1991810	1992	86	84	0	1	0
1992574	1993	86	84	0	1	0
1993340	1993	86	84	0	1	0
1994105	1994	86	84	0	1	0
1994871	1995	86	84	0	1	0
1995636	1996	86	84	0	1	0
1996402	1996	86	84	0	1	0
1997168	1997	86	84	0	1	0
1997933	1998	86	84	0	1	0
1998699	1999	86	84	0	1	0
1999464	1999	86	84	0	1	0
2000230	2000	86	84	0	1	0
2000995	2001	86	84	0	1	0
2001761	2002	86	84	0	1	0
2002526	2003	86	84	0	1	0
2003292	2003	86	84	0	1	0
2004057	2004	86	84	0	1	0
2004823	2005	86	84	0	1	0
2005587	2006	86	84	0	1	0
2006353	2006	86	84	0	1	0
2007119	2007	86	84	0	1	0
2007884	2008	86	84	0	1	0
2008650	2009	86	84	0	1	0
2009415	2009	86	84	0	1	0
2010181	2010	86	84	0	1	0
2010946	2011	86	84	0	1	0
2011712	2012	86	84	0	1	0
2012477	2012	86	84	0	1	0
2013243	2013	86	84	0	1	0
2014008	2014	86	84	0	1	0
2014774	2015	86	84	0	1	0
2015539	2016	86	84	0	1	0
2016305	2016	86	84	0	1	0
2017071	2017	86	84	0	1	0
2017836	2018	86	84	0	1	0
2018601	2019	86	84	0	1	0
2019366	2019	86	84	0	1	0
2020132	2020	86	84	0	1	0
2020897	2021	86	84	0	1	0
2021663	2022	86	84	0	1	0
2022428	2022	86	84	0	1	0
2023194	2023	86	84	0	1	0
2023959	2024	86	84	0	1	0
2024725	2025	86	84	0	1	0
2025491	2025	86	84	0	1	0
2026256	2026	86	84	0	1	0
2027022	2027	86	84	0	1	0
2027787	2028	86	84	0	1	0
2028553	2029	86	84	0	1	0
2029318	2029	86	84	0	1	0
2030084	2030	86	84	0	1	0
2030849	2031	86	84	0	1	0
2031614	2032	86	84	0	1	0
2032379	2032	86	84	0	1	0
2033145	2033	86	84	0	1	0
2033910	2034	86	84	0	1	0
2034676	2035	86	84	0	1	0
2035442	2035	86	84	0	1	0
2036207	2036	86	84	0	1	0
2036973	2037	86	84	0	1	0
2037738	2038	86	84	0	1	0
2038504	2039	86	84	0	1	0
2039269	2039	86	84	0	1	0
2040035	2040	86	84	0	1	0
2040800	2041	86	84	0	1	0
2041566	2042	86	84	0	1	0
2042331	2042	86	84	0	1	0
2043097	2043	86	84	0	1	0
2043862	2044	86	84	0	1	0
2044627	2045	86	84	0	1	0
2045393	2045	86	84	0	1	0
2046158	2046	86	84	0	1	0
2046924	2047	86	84	0	1	0
2047689	2048	86	84	0	1	0
2048455	2048	86	84	0	1	0
2049220	2049	86	84	0	1	0
2049986	2050	86	84	0	1	0
2050751	2051	86	84	0	1	0
2051517	2052	86	84	0	1	0
2052282	2052	86	84	0	1	0
2053048	2053	86	84	0	1	0
2053813	2054	86	84	0	1	0
2054579	2055	86	84	0	1	0
2055345	2055	86	84	0	1	0
2056110	2056	86	84	0	1	0
2056876	2057	86	84	0	1	0
2057640	2058	86	84	0	1	0
2058406	2058	86	84	0	1	0
2059171	2059	86	84	0	1	0
2059937	2060	86	84	0	1	0
2060702	2061	86	84	0	1	0
2061468	2061	86	84	0	1	0
2062233	2062	86	84	0	1	0
2062999	2063	86	84	0	1	0
2063764	2064	86	84	0	1	0
2064530	2065	86	84	0	1	0
2065296	2065	86	84	0	1	0
2066061	2066	86	84	0	1	0
2066827	2067	86	84	0	1	0
2067592	2068	86	84	0	1	0
2068358	2068	86	84	0	1	0
2069123	2069	86	84	0	1	0
2069889	2070	86	84	0	1	0
2070653	2071	86	84	0	1	0
2071419	2071	86	84	0	1	0
2072184	2072	86	84	0	1	0
2072950	2073	86	84	0	1	0
2073715	2074	86	84	0	1	0
2074481	2074	86	84	0	1	0
2075247	2075	86	84	0	1	0
2076012	2076	86	84	0	1	0
2076778	2077	86	84	0	1	0
2077543	2078	86	84	0	1	0
2078309	2078	86	84	0	1	0
2079074	2079	86	84	0	1	0
2079840	2080	86	84	0	1	0
2080605	2081	86	84	0	1	0
2081371	2081	86	84	0	1	0
2082136	2082	86	84	0	1	0
2082902	2083	86	84	0	1	0
2083666	2084	86	84	0	1	0
2084432	2084	86	84	0	1	0
2085198	2085	86	84	0	1	0
2085963	2086	86	84	0	1	0
2086729	2087	86	84	0	1	0
2087494	2087	86	84	0	1	0
2088260	2088	86	84	0	1	0
2089025	2089	86	84	0	1	0
2089791	2090	86	84	0	1	0
2090556	2091	86	84	0	1	0
2091322	2091	86	84	0	1	0
2092087	2092	86	84	0	1	0
2092853	2093	86	84	0	1	0
2093618	2094	86	84	0	1	0
2094384	2094	86	84	0	1	0
2095150	2095	86	84	0	1	0
2095915	2096	86	84	0	1	0
2096680	2097	86	84	0	1	0
2097445	2097	86	84	0	1	0
2098211	2098	86	84	0	1	0
2098976	2099	86	84	0	1	0
2099742	2100	86	84	0	1	0
2100507	2101	86	84	0	1	0
2101273	2101	86	84	0	1	0
2102038	2102	86	84	0	1	0
2102804	2103	86	84	0	1	0
2103569	2104	86	84	0	1	0
2104335	2104	86	84	0	1	0
2105101	2105	86	84	0	1	0
2105866	2106	86	84	0	1	0
2106632	2107	86	84	0	1	0
2107397	2107	86	84	0	1	0
2108163	2108	86	84	0	1	0
2108928	2109	86	84	0	1	0
2109693	2110	86	84	0	1	0
2110458	2110	86	84	0	1	0
2111224	2111	86	84	0	1	0
2111989	2112	86	84	0	1	0
2112755	2113	86	84	0	1	0
2113520	2114	86	84	0	1	0
2114286	2114	86	84	0	1	0
2115052	2115	86	84	0	1	0
2115817	2116	86	84	0	1	0
2116583	2117	86	84	0	1	0
2117348	2117	86	84	0	1	0
2118114	2118	86	84	0	1	0
2118879	2119	86	84	0	1	0
2119645	2120	86	84	0	1	0
2120410	2120	86	84	0	1	0
2121176	2121	86	84	0	1	0
2121940	2122	86	84	0	1	0
2122706	2123	86	84	0	1	0
2123471	2123	86	84	0	1	0
2124237	2124	86	84	0	1	0
2125003	2125	86	84	0	1	0
2125768	2126	86	84	0	1	0
2126534	2127	86	84	0	1	0
2127299	2127	86	84	0	1	0
2128065	2128	86	84	0	1	0
2128830	2129	86	84	0	1	0
2129596	2130	86	84	0	1	0
2130361	2130	86	84	0	1	0
2131127	2131	86	84	0	1	0
2131892	2132	86	84	0	1	0
2132658	2133	86	84	0	1	0
2133423	2133	86	84	0	1	0
2134189	2134	86	84	0	1	0
2134955	2135	86	84	0	1	0
2135719	2136	86	84	0	1	0
2136485	2136	86	84	0	1	0
2137250	2137	86	84	0	1	0
2138016	2138	86	84	0	1	0
2138781	2139	86	84	0	1	0
2139547	2140	86	84	0	1	0
2140312	2140	86	84	0	1	0
2141078	2141	86	84	0	1	0
2141843	2142	86	84	0	1	0
2142609	2143	86	84	0	1	0
2143374	2143	86	84	0	1	0
2144140	2144	86	84	0	1	0
2144906	2145	86	84	0	1	0
2145671	2146	86	84	0	1	0
2146437	2146	86	84	0	1	0
2147202	2147	86	84	0	1	0
2147968	2148	86	84	0	1	0
2148732	2149	86	84	0	1	0
2149498	2149	86	84	0	1	0
2150263	2150	86	84	0	1	0
2151029	2151	86	84	0	1	0
2151794	2152	86	84	0	1	0
2152560	2153	86	84	0	1	0
2153325	2153	86	84	0	1	0
2154091	2154	86	84	0	1	0
2154857	2155	86	84	0	1	0
2155622	2156	86	84	0	1	0
2156388	2156	86	84	0	1	0
2157153	2157	86	84	0	1	0
2157919	2158	86	84	0	1	0
2158684	2159	86	84	0	1	0
2159450	2159	86	84	0	1	0
2160215	2160	86	84	0	1	0
2160980	2161	86	84	0	1	0
2161745	2162	86	84	0	1	0
2162511	2163	86	84	0	1	0
2163276	2163	86	84	0	1	0
2164042	2164	86	84	0	1	0
2164808	2165	86	84	0	1	0
2165573	2166	86	84	0	1	0
2166339	2166	86	84	0	1	0
2167104	2167	86	84	0	1	0
2167870	2168	86	84	0	1	0
2168635	2169	86	84	0	1	0
2169401	2169	86	84	0	1	0
2170166	2170	86	84	0	1	0
2170932	2171	86	84	0	1	0
2171697	2172	86	84	0	1	0
2172463	2172	86	84	0	1	0
2173228	2173	86	84	0	1	0
2173993	2174	86	84	0	1	0
2174759	2175	86	84	0	1	0
2175524	2176	86	84	0	1	0
2176290	2176	86	84	0	1	0
2177055	2177	86	84	0	1	0
2177821	2178	86	84	0	1	0
2178586	2179	86	84	0	1	0
2179352	2179	86	84	0	1	0
2180117	2180	86	84	0	1	0
2180883	2181	86	84	0	1	0
2181648	2182	86	84	0	1	0
2182414	2182	86	84	0	1	0
2183179	2183	86	84	0	1	0
2183945	2184	86	84	0	1	0
2184711	2185	86	84	0	1	0
2185476	2185	86	84	0	1	0
2186242	2186	86	84	0	1	0
2187006	2187	86	84	0	1	0
2187772	2188	86	84	0	1	0
2188537	2189	86	84	0	1	0
2189303	2189	86	84	0	1	0
2190068	2190	86	84	0	1	0
2190834	2191	86	84	0	1	0
2191599	2192	86	84	0	1	0
2192365	2192	86	84	0	1	0
2193131	2193	86	84	0	1	0
2193896	2194	86	84	0	1	0
2194662	2195	86	84	0	1	0
2195427	2195	86	84	0	1	0
2196193	2196	86	84	0	1	0
2196958	2197	86	84	0	1	0
2197724	2198	86	84	0	1	0
2198489	2198	86	84	0	1	0
2199255	2199	86	84	0	1	0
2200019	2200	86	84	0	1	0
2200785	2201	86	84	0	1	0
2201550	2202	86	84	0	1	0
2202316	2202	86	84	0	1	0
2203082	2203	86	84	0	1	0
2203847	2204	86	84	0	1	0
2204613	2205	86	84	0	1	0
2205378	2205	86	84	0	1	0
2206144	2206	86	84	0	1	0
2206909	2207	86	84	0	1	0
2207675	2208	86	84	0	1	0
2208440	2208	86	84	0	1	0
2209206	2209	86	84	0	1	0
2209971	2210	86	84	0	1	0
2210737	2211	86	84	0	1	0
2211502	2212	86	84	0	1	0
2212268	2212	86	84	0	1	0
2213033	2213	86	84	0	1	0
2213798	2214	86	84	0	1	0
2214564	2215	86	84	0	1	0
2215329	2215	86	84	0	1	0
2216095	2216	86	84	0	1	0
2216860	2217	86	84	0	1	0
2217626	2218	86	84	0	1	0
2218391	2218	86	84	0	1	0
2219157	2219	86	84	0	1	0
2219922	2220	86	84	0	1	0
2220688	2221	86	84	0	1	0
2221453	2221	86	84	0	1	0
2222219	2222	86	84	0	1	0
2222985	2223	86	84	0	1	0
2223750	2224	86	84	0	1	0
2224516	2225	86	84	0	1	0
2225281	2225	86	84	0	1	0
2226046	2226	86	84	0	1	0
2226811	2227	86	84	0	1	0
2227577	2228	86	84	0	1	0
2228342	2228	86	84	0	1	0
2229108	2229	86	84	0	1	0
2229873	2230	86	84	0	1	0
2230639	2231	86	84	0	1	0
2231404	2231	86	84	0	1	0
2232170	2232	86	84	0	1	0
2232936	2233	86	84	0	1	0
2233701	2234	86	84	0	1	0
2234467	2234	86	84	0	1	0
2235232	2235	86	84	0	1	0
2235998	2236	86	84	0	1	0
2236763	2237	86	84	0	1	0
2237529	2238	86	84	0	1	0
2238294	2238	86	84	0	1	0
2239059	2239	86	84	0	1	0
2239824	2240	86	84	0	1	0
2240590	2241	86	84	0	1	0
2241355	2241	86	84	0	1	0
2242121	2242	86	84	0	1	0
2242887	2243	86	84	0	1	0
2243652	2244	86	84	0	1	0
2244418	2244	86	84	0	1	0
2245183	2245	86	84	0	1	0
2245949	2246	86	84	0	1	0
2246714	2247	86	84	0	1	0
2247480	2247	86	84	0	1	0
2248245	2248	86	84	0	1	0
2249011	2249	86	84	0	1	0
2249776	2250	86	84	0	1	0
2250542	2251	86	84	0	1	0
2251307	2251	86	84	0	1	0
2252072	2252	86	84	0	1	0
2252838	2253	86	84	0	1	0
2253603	2254	86	84	0	1	0
2254369	2254	86	84	0	1	0
2255134	2255	86	84	0	1	0
2255900	2256	86	84	0	1	0
2256665	2257	86	84	0	1	0
2257431	2257	86	84	0	1	0
2258196	2258	86	84	0	1	0
2258962	2259	86	84	0	1	0
2259727	2260	86	84	0	1	0
2260493	2260	86	84	0	1	0
2261258	2261	86	84	0	1	0
2262024	2262	86	84	0	1	0
2262790	2263	86	84	0	1	0
2263555	2264	86	84	0	1	0
2264321	2264	86	84	0	1	0
2265085	2265	86	84	0	1	0
2265851	2266	86	84	0	1	0
2266616	2267	86	84	0	1	0
2267382	2267	86	84	0	1	0
2268147	2268	86	84	0	1	0
2268913	2269	86	84	0	1	0
2269678	2270	86	84	0	1	0
2270444	2270	86	84	0	1	0
2271209	2271	86	84	0	1	0
2271975	2272	86	84	0	1	0
2272741	2273	86	84	0	1	0
2273506	2274	86	84	0	1	0
2274272	2274	86	84	0	1	0
2275037	2275	86	84	0	1	0
2275803	2276	86	84	0	1	0
2276568	2277	86	84	0	1	0
2277334	2277	86	84	0	1	0
2278098	2278	86	84	0	1	0
2278864	2279	86	84	0	1	0
2279629	2280	86	84	0	1	0
2280395	2280	86	84	0	1	0
2281160	2281	86	84	0	1	0
2281926	2282	86	84	0	1	0
2282692	2283	86	84	0	1	0
