	zeit	Soll Temp	Ist Temp	Heizung	temp erreicht	Pumpe
4544685	4545	88	88	0	1	0
4545451	4545	88	88	0	1	0
4546215	4546	88	88	0	1	0
4546981	4547	88	88	0	1	0
4547747	4548	88	88	0	1	0
4548512	4549	88	88	0	1	0
4549278	4549	88	88	0	1	0
4550043	4550	88	88	0	1	0
4550809	4551	88	88	0	1	0
4551574	4552	88	88	0	1	0
4552340	4552	88	88	0	1	0
4553105	4553	88	88	0	1	0
4553871	4554	88	88	0	1	0
4554636	4555	88	88	0	1	0
4555402	4555	88	88	0	1	0
4556167	4556	88	88	0	1	0
4556933	4557	88	88	0	1	0
4557699	4558	88	88	0	1	0
4558464	4558	88	88	0	1	0
4559229	4559	88	88	0	1	0
4559994	4560	88	88	0	1	0
4560760	4561	88	88	0	1	0
4561525	4562	88	88	0	1	0
4562291	4562	88	88	0	1	0
4563056	4563	88	88	0	1	0
4563822	4564	88	88	0	1	0
4564587	4565	88	88	0	1	0
4565353	4565	88	88	0	1	0
4566118	4566	88	88	0	1	0
4566884	4567	88	88	0	1	0
4567650	4568	88	88	0	1	0
4568415	4568	88	88	0	1	0
4569181	4569	88	88	0	1	0
4569946	4570	88	88	0	1	0
4570712	4571	88	88	0	1	0
4571476	4571	88	88	0	1	0
4572242	4572	88	88	0	1	0
4573007	4573	88	88	0	1	0
4573773	4574	88	88	0	1	0
4574538	4575	88	88	0	1	0
4575304	4575	88	88	0	1	0
4576069	4576	88	88	0	1	0
4576835	4577	88	88	0	1	0
4577601	4578	88	88	0	1	0
4578366	4578	88	88	0	1	0
4579132	4579	88	88	0	1	0
4579897	4580	88	88	0	1	0
4580663	4581	88	88	0	1	0
4581428	4581	88	88	0	1	0
4582194	4582	88	88	0	1	0
4582959	4583	88	88	0	1	0
4583725	4584	88	88	0	1	0
4584489	4584	88	88	0	1	0
4585255	4585	88	88	0	1	0
4586020	4586	88	88	0	1	0
4586786	4587	88	88	0	1	0
4587552	4588	88	88	0	1	0
4588317	4588	88	88	0	1	0
4589083	4589	88	88	0	1	0
4589848	4590	88	88	0	1	0
4590614	4591	88	88	0	1	0
4591379	4591	88	88	0	1	0
4592145	4592	88	88	0	1	0
4592910	4593	88	88	0	1	0
4593676	4594	88	88	0	1	0
4594441	4594	88	88	0	1	0
4595207	4595	88	88	0	1	0
4595972	4596	88	88	0	1	0
4596738	4597	88	88	0	1	0
4597504	4598	88	88	0	1	0
4598268	4598	88	88	0	1	0
4599034	4599	88	88	0	1	0
4599799	4600	88	88	0	1	0
4600565	4601	88	88	0	1	0
4601330	4601	88	88	0	1	0
4602096	4602	88	88	0	1	0
4602861	4603	88	88	0	1	0
4603627	4604	88	88	0	1	0
4604392	4604	88	88	0	1	0
4605158	4605	88	88	0	1	0
4605923	4606	88	88	0	1	0
4606689	4607	88	88	0	1	0
4607455	4607	88	88	0	1	0
4608220	4608	88	88	0	1	0
4608986	4609	88	88	0	1	0
4609751	4610	88	88	0	1	0
4610516	4611	88	88	0	1	0
4611281	4611	88	88	0	1	0
4612047	4612	88	88	0	1	0
4612812	4613	88	88	0	1	0
4613578	4614	88	88	0	1	0
4614343	4614	88	88	0	1	0
4615109	4615	88	88	0	1	0
4615874	4616	88	88	0	1	0
4616640	4617	88	88	0	1	0
4617406	4617	88	88	0	1	0
4618171	4618	88	88	0	1	0
4618937	4619	88	88	0	1	0
4619702	4620	88	88	0	1	0
4620468	4620	88	88	0	1	0
4621233	4621	88	88	0	1	0
4621999	4622	88	88	0	1	0
4622764	4623	88	88	0	1	0
4623529	4624	88	87	0	1	0
4624294	4624	88	88	0	1	0
4625060	4625	88	88	0	1	0
4625826	4626	88	87	0	1	0
4626591	4627	88	88	0	1	0
4627357	4627	88	87	0	1	0
4628122	4628	88	88	0	1	0
4628888	4629	88	87	0	1	0
4629653	4630	88	87	0	1	0
4630419	4630	88	88	0	1	0
4631184	4631	88	87	0	1	0
4631950	4632	88	88	0	1	0
4632715	4633	88	87	0	1	0
4633481	4633	88	87	0	1	0
4634246	4634	88	87	0	1	0
4635012	4635	88	88	0	1	0
4635778	4636	88	87	0	1	0
4636542	4637	88	87	0	1	0
4637308	4637	88	88	0	1	0
4638073	4638	88	87	0	1	0
4638839	4639	88	88	0	1	0
4639604	4640	88	87	0	1	0
4640370	4640	88	88	0	1	0
4641135	4641	88	87	0	1	0
4641901	4642	88	87	0	1	0
4642666	4643	88	87	0	1	0
4643432	4643	88	87	0	1	0
4644197	4644	88	87	0	1	0
4644963	4645	88	87	0	1	0
4645729	4646	88	87	0	1	0
4646494	4646	88	87	0	1	0
4647260	4647	88	87	0	1	0
4648025	4648	88	87	0	1	0
4648791	4649	88	87	0	1	0
4649555	4650	88	87	0	1	0
4650321	4650	88	87	0	1	0
4651086	4651	88	87	0	1	0
4651852	4652	88	87	0	1	0
4652617	4653	88	87	0	1	0
4653383	4653	88	87	0	1	0
4654148	4654	88	87	0	1	0
4654914	4655	88	87	0	1	0
4655680	4656	88	87	0	1	0
4656445	4656	88	87	0	1	0
4657211	4657	88	87	0	1	0
4657976	4658	88	87	0	1	0
4658742	4659	88	87	0	1	0
4659507	4660	88	87	0	1	0
4660273	4660	88	87	0	1	0
4661038	4661	88	87	0	1	0
4661804	4662	88	87	0	1	0
4662568	4663	88	87	0	1	0
4663334	4663	88	87	0	1	0
4664099	4664	88	87	0	1	0
4664865	4665	88	87	0	1	0
4665631	4666	88	87	0	1	0
4666396	4666	88	87	0	1	0
4667162	4667	88	87	0	1	0
4667927	4668	88	87	0	1	0
4668693	4669	88	87	0	1	0
4669458	4669	88	87	0	1	0
4670224	4670	88	87	0	1	0
4670989	4671	88	87	0	1	0
4671755	4672	88	87	0	1	0
4672520	4673	88	87	0	1	0
4673286	4673	88	87	0	1	0
4674051	4674	88	87	0	1	0
4674817	4675	88	87	0	1	0
4675582	4676	88	87	0	1	0
4676347	4676	88	87	0	1	0
4677113	4677	88	87	0	1	0
4677878	4678	88	87	0	1	0
4678644	4679	88	87	0	1	0
4679409	4679	88	87	0	1	0
4680175	4680	88	87	0	1	0
4680940	4681	88	87	0	1	0
4681706	4682	88	87	0	1	0
4682471	4682	88	87	0	1	0
4683237	4683	88	87	0	1	0
4684002	4684	88	87	0	1	0
4684768	4685	88	87	0	1	0
4685534	4686	88	87	0	1	0
4686299	4686	88	87	0	1	0
4687065	4687	88	87	0	1	0
4687830	4688	88	87	0	1	0
4688595	4689	88	87	0	1	0
4689360	4689	88	87	0	1	0
4690126	4690	88	87	0	1	0
4690891	4691	88	87	0	1	0
4691657	4692	88	87	0	1	0
4692422	4692	88	87	0	1	0
4693188	4693	88	87	0	1	0
4693953	4694	88	87	0	1	0
4694719	4695	88	87	0	1	0
4695485	4695	88	87	0	1	0
4696250	4696	88	87	0	1	0
4697016	4697	88	87	0	1	0
4697781	4698	88	87	0	1	0
4698547	4699	88	87	0	1	0
4699312	4699	88	87	0	1	0
4700078	4700	88	87	0	1	0
4700843	4701	88	87	0	1	0
4701608	4702	88	87	0	1	0
4702373	4702	88	87	0	1	0
4703139	4703	88	87	0	1	0
4703904	4704	88	87	0	1	0
4704670	4705	88	87	0	1	0
4705436	4705	88	87	0	1	0
4706201	4706	88	87	0	1	0
4706967	4707	88	87	0	1	0
4707732	4708	88	87	0	1	0
4708498	4708	88	87	0	1	0
4709263	4709	88	87	0	1	0
4710029	4710	88	87	0	1	0
4710794	4711	88	87	0	1	0
4711560	4712	88	87	0	1	0
4712325	4712	88	87	0	1	0
4713091	4713	88	87	0	1	0
4713857	4714	88	87	0	1	0
4714621	4715	88	87	0	1	0
4715387	4715	88	87	0	1	0
4716152	4716	88	87	0	1	0
4716918	4717	88	87	0	1	0
4717683	4718	88	87	0	1	0
4718449	4718	88	87	0	1	0
4719214	4719	88	87	0	1	0
4719980	4720	88	87	0	1	0
4720745	4721	88	87	0	1	0
4721511	4722	88	87	0	1	0
4722276	4722	88	87	0	1	0
4723042	4723	88	87	0	1	0
4723808	4724	88	87	0	1	0
4724573	4725	88	87	0	1	0
4725339	4725	88	87	0	1	0
4726104	4726	88	87	0	1	0
4726870	4727	88	87	0	1	0
4727634	4728	88	87	0	1	0
4728400	4728	88	87	0	1	0
4729165	4729	88	87	0	1	0
4729931	4730	88	87	0	1	0
4730696	4731	88	87	0	1	0
4731462	4731	88	87	0	1	0
4732227	4732	88	87	0	1	0
4732993	4733	88	87	0	1	0
4733759	4734	88	87	0	1	0
4734524	4735	88	87	0	1	0
4735290	4735	88	87	0	1	0
4736055	4736	88	87	0	1	0
4736821	4737	88	87	0	1	0
4737586	4738	88	87	0	1	0
4738352	4738	88	87	0	1	0
4739117	4739	88	87	0	1	0
4739883	4740	88	87	0	1	0
4740647	4741	88	87	0	1	0
4741413	4741	88	87	0	1	0
4742178	4742	88	87	0	1	0
4742944	4743	88	87	0	1	0
4743710	4744	88	87	0	1	0
4744475	4744	88	87	0	1	0
4745241	4745	88	87	0	1	0
4746006	4746	88	87	0	1	0
4746772	4747	88	87	0	1	0
4747537	4748	88	87	0	1	0
4748303	4748	88	87	0	1	0
4749068	4749	88	87	0	1	0
4749834	4750	88	87	0	1	0
4750599	4751	88	87	0	1	0
4751365	4751	88	87	0	1	0
4752130	4752	88	87	0	1	0
4752896	4753	88	87	0	1	0
4753661	4754	88	87	0	1	0
4754426	4754	88	87	0	1	0
4755192	4755	88	87	0	1	0
4755957	4756	88	87	0	1	0
4756723	4757	88	87	0	1	0
4757488	4757	88	87	0	1	0
4758254	4758	88	87	0	1	0
4759019	4759	88	87	0	1	0
4759785	4760	88	87	0	1	0
4760550	4761	88	87	0	1	0
4761316	4761	88	87	0	1	0
4762081	4762	88	87	0	1	0
4762847	4763	88	87	0	1	0
4763613	4764	88	87	0	1	0
4764378	4764	88	87	0	1	0
4765144	4765	88	87	0	1	0
4765908	4766	88	87	0	1	0
4766674	4767	88	87	0	1	0
4767439	4767	88	87	0	1	0
4768205	4768	88	87	0	1	0
4768970	4769	88	87	0	1	0
4769736	4770	88	87	0	1	0
4770501	4771	88	87	0	1	0
4771267	4771	88	87	0	1	0
4772033	4772	88	87	0	1	0
4772798	4773	88	87	0	1	0
4773564	4774	88	87	0	1	0
4774329	4774	88	87	0	1	0
4775095	4775	88	87	0	1	0
4775860	4776	88	87	0	1	0
4776626	4777	88	87	0	1	0
4777391	4777	88	87	0	1	0
4778157	4778	88	87	0	1	0
4778921	4779	88	87	0	1	0
4779687	4780	88	87	0	1	0
4780452	4780	88	87	0	1	0
4781218	4781	88	87	0	1	0
4781984	4782	88	87	0	1	0
4782749	4783	88	87	0	1	0
4783515	4784	88	87	0	1	0
4784280	4784	88	87	0	1	0
4785046	4785	88	87	0	1	0
4785811	4786	88	87	0	1	0
4786577	4787	88	87	0	1	0
4787342	4787	88	87	0	1	0
4788108	4788	88	87	0	1	0
4788873	4789	88	87	0	1	0
4789639	4790	88	87	0	1	0
4790404	4790	88	87	0	1	0
4791170	4791	88	87	0	1	0
4791936	4792	88	87	0	1	0
4792700	4793	88	87	0	1	0
4793466	4793	88	87	0	1	0
4794231	4794	88	87	0	1	0
4794997	4795	88	87	0	1	0
4795762	4796	88	87	0	1	0
4796528	4797	88	87	0	1	0
4797293	4797	88	87	0	1	0
4798059	4798	88	87	0	1	0
4798824	4799	88	87	0	1	0
4799590	4800	88	87	0	1	0
4800355	4800	88	87	0	1	0
4801121	4801	88	87	0	1	0
4801887	4802	88	87	0	1	0
4802652	4803	88	87	0	1	0
4803418	4803	88	87	0	1	0
4804183	4804	88	87	0	1	0
4804948	4805	88	87	0	1	0
4805713	4806	88	87	0	1	0
4806479	4806	88	87	0	1	0
4807244	4807	88	87	0	1	0
4808010	4808	88	87	0	1	0
4808775	4809	88	87	0	1	0
4809541	4810	88	87	0	1	0
4810306	4810	88	87	0	1	0
4811072	4811	88	87	0	1	0
4811838	4812	88	87	0	1	0
4812603	4813	88	87	0	1	0
4813369	4813	88	87	0	1	0
4814134	4814	88	87	0	1	0
4814900	4815	88	87	0	1	0
4815665	4816	88	87	0	1	0
4816431	4816	88	87	0	1	0
4817196	4817	88	87	0	1	0
4817961	4818	88	87	0	1	0
4818726	4819	88	87	0	1	0
4819492	4819	88	87	0	1	0
4820257	4820	88	87	0	1	0
4821023	4821	88	87	0	1	0
4821789	4822	88	87	0	1	0
4822554	4823	88	87	0	1	0
4823320	4823	88	87	0	1	0
4824085	4824	88	87	0	1	0
4824851	4825	88	87	0	1	0
4825616	4826	88	87	0	1	0
4826382	4826	88	87	0	1	0
4827147	4827	88	87	0	1	0
4827913	4828	88	87	0	1	0
4828678	4829	88	87	0	1	0
4829444	4829	88	87	0	1	0
4830210	4830	88	87	0	1	0
4830974	4831	88	87	0	1	0
4831740	4832	88	87	0	1	0
4832505	4833	88	87	0	1	0
4833271	4833	88	87	0	1	0
4834036	4834	88	87	0	1	0
4834802	4835	88	87	0	1	0
4835567	4836	88	87	0	1	0
4836333	4836	88	87	0	1	0
4837098	4837	88	87	0	1	0
4837864	4838	88	87	0	1	0
4838629	4839	88	87	0	1	0
4839395	4839	88	87	0	1	0
4840161	4840	88	87	0	1	0
4840926	4841	88	87	0	1	0
4841692	4842	88	87	0	1	0
4842457	4842	88	87	0	1	0
4843223	4843	88	87	0	1	0
4843987	4844	88	87	0	1	0
4844753	4845	88	87	0	1	0
4845518	4846	88	87	0	1	0
4846284	4846	88	87	0	1	0
4847049	4847	88	87	0	1	0
4847815	4848	88	87	0	1	0
4848580	4849	88	87	0	1	0
4849346	4849	88	87	0	1	0
4850112	4850	88	87	0	1	0
4850877	4851	88	87	0	1	0
4851643	4852	88	87	0	1	0
4852408	4852	88	87	0	1	0
4853174	4853	88	87	0	1	0
4853939	4854	88	87	0	1	0
4854705	4855	88	87	0	1	0
4855470	4855	88	87	0	1	0
4856236	4856	88	87	0	1	0
4857000	4857	88	87	0	1	0
4857766	4858	88	87	0	1	0
4858531	4859	88	87	0	1	0
4859297	4859	88	87	0	1	0
4860063	4860	88	87	0	1	0
4860828	4861	88	87	0	1	0
4861594	4862	88	87	0	1	0
4862359	4862	88	87	0	1	0
4863125	4863	88	87	0	1	0
4863890	4864	88	87	0	1	0
4864656	4865	88	87	0	1	0
4865421	4865	88	87	0	1	0
4866187	4866	88	87	0	1	0
4866952	4867	88	87	0	1	0
4867718	4868	88	87	0	1	0
4868483	4868	88	87	0	1	0
4869249	4869	88	87	0	1	0
4870014	4870	88	87	0	1	0
4870779	4871	88	87	0	1	0
4871545	4872	88	87	0	1	0
4872310	4872	88	87	0	1	0
4873076	4873	88	87	0	1	0
4873841	4874	88	87	0	1	0
4874607	4875	88	87	0	1	0
4875372	4875	88	87	0	1	0
4876138	4876	88	87	0	1	0
4876903	4877	88	87	0	1	0
4877669	4878	88	87	0	1	0
4878434	4878	88	87	0	1	0
4879200	4879	88	87	0	1	0
4879966	4880	88	87	0	1	0
4880731	4881	88	87	0	1	0
4881497	4881	88	87	0	1	0
4882262	4882	88	87	0	1	0
4883027	4883	88	87	0	1	0
4883792	4884	88	87	0	1	0
4884558	4885	88	87	0	1	0
4885323	4885	88	87	0	1	0
4886089	4886	88	87	0	1	0
4886854	4887	88	87	0	1	0
4887620	4888	88	87	0	1	0
4888386	4888	88	87	0	1	0
4889151	4889	88	87	0	1	0
4889917	4890	88	87	0	1	0
4890682	4891	88	87	0	1	0
4891448	4891	88	87	0	1	0
4892213	4892	88	87	0	1	0
4892979	4893	88	87	0	1	0
4893744	4894	88	87	0	1	0
4894510	4895	88	87	0	1	0
4895275	4895	88	87	0	1	0
4896040	4896	88	87	0	1	0
4896805	4897	88	87	0	1	0
4897571	4898	88	87	0	1	0
4898337	4898	88	87	0	1	0
4899102	4899	88	87	0	1	0
4899868	4900	88	87	0	1	0
4900633	4901	88	87	0	1	0
4901399	4901	88	87	0	1	0
4902164	4902	88	87	0	1	0
4902930	4903	88	87	0	1	0
4903695	4904	88	87	0	1	0
4904461	4904	88	87	0	1	0
4905226	4905	88	87	0	1	0
4905992	4906	88	87	0	1	0
4906757	4907	88	87	0	1	0
4907523	4908	88	87	0	1	0
4908289	4908	88	87	0	1	0
4909053	4909	88	87	0	1	0
4909819	4910	88	87	0	1	0
4910584	4911	88	87	0	1	0
4911350	4911	88	87	0	1	0
4912115	4912	88	87	0	1	0
4912881	4913	88	87	0	1	0
4913646	4914	88	87	0	1	0
4914412	4914	88	87	0	1	0
4915177	4915	88	87	0	1	0
4915943	4916	88	87	0	1	0
4916708	4917	88	87	0	1	0
4917474	4917	88	87	0	1	0
4918240	4918	88	87	0	1	0
4919005	4919	88	87	0	1	0
4919771	4920	88	87	0	1	0
4920536	4921	88	87	0	1	0
4921302	4921	88	87	0	1	0
4922066	4922	88	87	0	1	0
4922832	4923	88	87	0	1	0
4923597	4924	88	87	0	1	0
4924363	4924	88	87	0	1	0
4925128	4925	88	87	0	1	0
4925894	4926	88	87	0	1	0
4926659	4927	88	87	0	1	0
4927425	4927	88	87	0	1	0
4928191	4928	88	87	0	1	0
4928956	4929	88	87	0	1	0
4929722	4930	88	87	0	1	0
4930487	4930	88	87	0	1	0
4931253	4931	88	87	0	1	0
4932018	4932	88	87	0	1	0
4932784	4933	88	87	0	1	0
4933549	4934	88	87	0	1	0
4934315	4934	88	87	0	1	0
4935079	4935	88	87	0	1	0
4935845	4936	88	87	0	1	0
4936610	4937	88	87	0	1	0
4937376	4937	88	87	0	1	0
4938142	4938	88	87	0	1	0
4938907	4939	88	87	0	1	0
4939673	4940	88	87	0	1	0
4940438	4940	88	87	0	1	0
4941204	4941	88	87	0	1	0
4941969	4942	88	87	0	1	0
4942735	4943	88	87	0	1	0
4943500	4944	88	87	0	1	0
4944266	4944	88	87	0	1	0
4945031	4945	88	87	0	1	0
4945797	4946	88	87	0	1	0
4946562	4947	88	87	0	1	0
4947328	4947	88	87	0	1	0
4948093	4948	88	87	0	1	0
4948858	4949	88	87	0	1	0
4949624	4950	88	87	0	1	0
4950389	4950	88	87	0	1	0
4951155	4951	88	87	0	1	0
4951920	4952	88	87	0	1	0
4952686	4953	88	87	0	1	0
4953451	4953	88	87	0	1	0
4954217	4954	88	87	0	1	0
4954982	4955	88	87	0	1	0
4955748	4956	88	87	0	1	0
4956513	4957	88	87	0	1	0
4957279	4957	88	87	0	1	0
4958045	4958	88	87	0	1	0
4958810	4959	88	87	0	1	0
4959576	4960	88	87	0	1	0
4960340	4960	88	87	0	1	0
4961106	4961	88	87	0	1	0
4961871	4962	88	87	0	1	0
4962637	4963	88	87	0	1	0
4963402	4963	88	87	0	1	0
4964168	4964	88	87	0	1	0
4964933	4965	88	87	0	1	0
4965699	4966	88	87	0	1	0
4966465	4966	88	87	0	1	0
4967230	4967	88	87	0	1	0
4967996	4968	88	87	0	1	0
4968761	4969	88	87	0	1	0
4969527	4970	88	87	0	1	0
4970292	4970	88	87	0	1	0
4971058	4971	88	87	0	1	0
4971823	4972	88	87	0	1	0
4972589	4973	88	87	0	1	0
4973353	4973	88	87	0	1	0
4974119	4974	88	87	0	1	0
4974884	4975	88	87	0	1	0
4975650	4976	88	87	0	1	0
4976416	4976	88	87	0	1	0
4977181	4977	88	87	0	1	0
4977947	4978	88	87	0	1	0
4978712	4979	88	87	0	1	0
4979478	4979	88	87	0	1	0
4980243	4980	88	87	0	1	0
4981009	4981	88	87	0	1	0
4981774	4982	88	87	0	1	0
4982540	4983	88	87	0	1	0
4983305	4983	88	87	0	1	0
4984071	4984	88	87	0	1	0
4984836	4985	88	87	0	1	0
4985602	4986	88	87	0	1	0
4986368	4986	88	87	0	1	0
4987132	4987	88	87	0	1	0
4987898	4988	88	87	0	1	0
4988663	4989	88	87	0	1	0
4989429	4989	88	87	0	1	0
4990194	4990	88	87	0	1	0
4990960	4991	88	87	0	1	0
4991725	4992	88	87	0	1	0
4992491	4992	88	87	0	1	0
4993256	4993	88	87	0	1	0
4994022	4994	88	87	0	1	0
4994787	4995	88	87	0	1	0
4995553	4996	88	87	0	1	0
4996319	4996	88	87	0	1	0
4997084	4997	88	87	0	1	0
4997850	4998	88	87	0	1	0
4998615	4999	88	87	0	1	0
4999380	4999	88	87	0	1	0
5000145	5000	88	87	0	1	0
5000911	5001	88	87	0	1	0
5001676	5002	88	87	0	1	0
5002442	5002	88	87	0	1	0
5003207	5003	88	87	0	1	0
5003973	5004	88	87	0	1	0
5004738	5005	88	87	0	1	0
5005504	5006	88	87	0	1	0
5006270	5006	88	87	0	1	0
5007035	5007	88	87	0	1	0
5007801	5008	88	87	0	1	0
5008566	5009	88	87	0	1	0
5009332	5009	88	87	0	1	0
5010097	5010	88	87	0	1	0
5010863	5011	88	87	0	1	0
5011628	5012	88	86	0	1	0
5012393	5012	88	87	0	1	0
5013158	5013	88	87	0	1	0
5013924	5014	88	87	0	1	0
5014689	5015	88	87	0	1	0
5015455	5015	88	87	0	1	0
5016221	5016	88	86	0	1	0
5016986	5017	88	87	0	1	0
5017752	5018	88	87	0	1	0
5018517	5019	88	87	0	1	0
5019283	5019	88	87	0	1	0
5020048	5020	88	87	0	1	0
5020814	5021	88	87	0	1	0
5021579	5022	88	87	0	1	0
5022345	5022	88	86	0	1	0
5023110	5023	88	87	0	1	0
5023876	5024	88	87	0	1	0
5024641	5025	88	87	0	1	0
5025406	5025	88	87	0	1	0
5026172	5026	88	86	0	1	0
5026937	5027	88	87	0	1	0
5027703	5028	88	87	0	1	0
5028468	5028	88	87	0	1	0
5029234	5029	88	86	0	1	0
5029999	5030	88	86	0	1	0
5030765	5031	88	86	0	1	0
5031530	5032	88	86	0	1	0
5032296	5032	88	86	0	1	0
5033061	5033	88	86	0	1	0
5033827	5034	88	86	0	1	0
5034592	5035	88	87	0	1	0
5035358	5035	88	86	0	1	0
5036124	5036	88	87	0	1	0
5036889	5037	88	86	0	1	0
5037655	5038	88	86	0	1	0
5038419	5038	88	86	0	1	0
5039185	5039	88	87	0	1	0
5039950	5040	88	86	0	1	0
5040716	5041	88	86	0	1	0
5041481	5041	88	86	0	1	0
5042247	5042	88	86	0	1	0
5043012	5043	88	87	0	1	0
5043778	5044	88	86	0	1	0
5044544	5045	88	86	0	1	0
5045309	5045	88	86	0	1	0
5046075	5046	88	86	0	1	0
5046840	5047	88	86	0	1	0
5047606	5048	88	86	0	1	0
5048371	5048	88	86	0	1	0
5049137	5049	88	86	0	1	0
5049902	5050	88	86	0	1	0
5050668	5051	88	86	0	1	0
5051432	5051	88	86	0	1	0
5052198	5052	88	86	0	1	0
5052963	5053	88	87	0	1	0
5053729	5054	88	86	0	1	0
5054495	5054	88	86	0	1	0
5055260	5055	88	87	0	1	0
5056026	5056	88	86	0	1	0
5056791	5057	88	86	0	1	0
5057557	5058	88	86	0	1	0
5058322	5058	88	87	0	1	0
5059088	5059	88	86	0	1	0
5059853	5060	88	86	0	1	0
5060619	5061	88	86	0	1	0
5061384	5061	88	86	0	1	0
5062150	5062	88	86	0	1	0
5062915	5063	88	86	0	1	0
5063681	5064	88	86	0	1	0
5064446	5064	88	86	0	1	0
5065211	5065	88	86	0	1	0
5065977	5066	88	86	0	1	0
5066742	5067	88	86	0	1	0
5067508	5068	88	86	0	1	0
5068273	5068	88	86	0	1	0
5069039	5069	88	86	0	1	0
5069804	5070	88	86	0	1	0
5070570	5071	88	86	0	1	0
5071335	5071	88	86	0	1	0
5072101	5072	88	86	0	1	0
5072866	5073	88	86	0	1	0
5073632	5074	88	86	0	1	0
5074398	5074	88	86	0	1	0
5075163	5075	88	86	0	1	0
5075929	5076	88	86	0	1	0
5076694	5077	88	86	0	1	0
5077459	5077	88	86	0	1	0
5078224	5078	88	86	0	1	0
5078990	5079	88	86	0	1	0
5079755	5080	88	86	0	1	0
5080521	5081	88	86	0	1	0
5081286	5081	88	86	0	1	0
5082052	5082	88	86	0	1	0
5082817	5083	88	86	0	1	0
5083583	5084	88	86	0	1	0
5084349	5084	88	86	0	1	0
5085114	5085	88	86	0	1	0
5085880	5086	88	86	0	1	0
5086645	5087	88	86	0	1	0
5087411	5087	88	86	0	1	0
5088176	5088	88	86	0	1	0
5088942	5089	88	86	0	1	0
5089707	5090	88	86	0	1	0
5090472	5090	88	86	0	1	0
5091237	5091	88	86	0	1	0
5092003	5092	88	86	0	1	0
5092769	5093	88	86	0	1	0
5093534	5094	88	86	0	1	0
5094300	5094	88	86	0	1	0
5095065	5095	88	86	0	1	0
5095831	5096	88	86	0	1	0
5096596	5097	88	86	0	1	0
5097362	5097	88	86	0	1	0
5098127	5098	88	86	0	1	0
5098893	5099	88	86	0	1	0
5099658	5100	88	86	0	1	0
5100424	5100	88	86	0	1	0
5101189	5101	88	86	0	1	0
5101955	5102	88	86	0	1	0
5102721	5103	88	86	0	1	0
5103485	5103	88	86	0	1	0
5104251	5104	88	86	0	1	0
5105016	5105	88	86	0	1	0
5105782	5106	88	86	0	1	0
5106547	5107	88	86	0	1	0
5107313	5107	88	86	0	1	0
5108078	5108	88	86	0	1	0
5108844	5109	88	86	0	1	0
5109609	5110	88	86	0	1	0
5110375	5110	88	86	0	1	0
5111140	5111	88	86	0	1	0
5111906	5112	88	86	0	1	0
5112672	5113	88	86	0	1	0
5113437	5113	88	86	0	1	0
5114203	5114	88	86	0	1	0
5114968	5115	88	86	0	1	0
5115734	5116	88	86	0	1	0
5116498	5116	88	86	0	1	0
5117264	5117	88	86	0	1	0
5118029	5118	88	86	0	1	0
5118795	5119	88	86	0	1	0
5119560	5120	88	86	0	1	0
5120326	5120	88	86	0	1	0
5121091	5121	88	86	0	1	0
5121857	5122	88	86	0	1	0
5122623	5123	88	86	0	1	0
5123388	5123	88	86	0	1	0
5124154	5124	88	86	0	1	0
5124919	5125	88	86	0	1	0
5125685	5126	88	86	0	1	0
5126450	5126	88	86	0	1	0
5127216	5127	88	86	0	1	0
5127981	5128	88	86	0	1	0
5128747	5129	88	86	0	1	0
5129511	5130	88	86	0	1	0
5130277	5130	88	86	0	1	0
5131042	5131	88	86	0	1	0
5131808	5132	88	86	0	1	0
5132574	5133	88	86	0	1	0
5133339	5133	88	86	0	1	0
5134105	5134	88	86	0	1	0
5134870	5135	88	86	0	1	0
5135636	5136	88	86	0	1	0
5136401	5136	88	86	0	1	0
5137167	5137	88	86	0	1	0
5137932	5138	88	86	0	1	0
5138698	5139	88	86	0	1	0
5139463	5139	88	86	0	1	0
5140229	5140	88	86	0	1	0
5140994	5141	88	86	0	1	0
5141760	5142	88	86	0	1	0
5142525	5143	88	86	0	1	0
5143290	5143	88	86	0	1	0
5144056	5144	88	86	0	1	0
5144821	5145	88	86	0	1	0
5145587	5146	88	86	0	1	0
5146352	5146	88	86	0	1	0
5147118	5147	88	86	0	1	0
5147883	5148	88	86	0	1	0
5148649	5149	88	86	0	1	0
5149414	5149	88	86	0	1	0
5150180	5150	88	86	0	1	0
5150945	5151	88	86	0	1	0
5151711	5152	88	86	0	1	0
5152477	5152	88	86	0	1	0
5153242	5153	88	86	0	1	0
5154008	5154	88	86	0	1	0
5154772	5155	88	86	0	1	0
5155538	5156	88	86	0	1	0
5156303	5156	88	86	0	1	0
5157069	5157	88	86	0	1	0
5157834	5158	88	86	0	1	0
5158600	5159	88	86	0	1	0
5159365	5159	88	86	0	1	0
5160131	5160	88	86	0	1	0
5160897	5161	88	86	0	1	0
5161662	5162	88	86	0	1	0
5162428	5162	88	86	0	1	0
5163193	5163	88	86	0	1	0
5163959	5164	88	86	0	1	0
5164724	5165	88	86	0	1	0
5165490	5165	88	86	0	1	0
5166255	5166	88	86	0	1	0
5167021	5167	88	86	0	1	0
5167785	5168	88	86	0	1	0
5168551	5169	88	86	0	1	0
5169316	5169	88	86	0	1	0
5170082	5170	88	86	0	1	0
5170848	5171	88	86	0	1	0
5171613	5172	88	86	0	1	0
5172379	5172	88	86	0	1	0
