6236;86;63;1;0;0
7002;86;63;1;0;0
7767;86;63;1;0;0
8531;86;63;1;0;0
9297;86;63;1;0;0
10062;86;63;1;0;0
10828;86;63;1;0;0
11593;86;63;1;0;0
12358;86;63;1;0;0
13124;86;63;1;0;0
13889;86;63;1;0;0
14655;86;63;1;0;0
15420;86;63;1;0;0
16186;86;63;1;0;0
16951;86;63;1;0;0
17716;86;63;1;0;0
18482;86;63;1;0;0
19247;86;63;1;0;0
20013;86;63;1;0;0
20777;86;63;1;0;0
21543;86;63;1;0;0
22308;86;63;1;0;0
23073;86;63;1;0;0
23839;86;63;1;0;0
24604;86;63;1;0;0
25370;86;63;1;0;0
26135;86;63;1;0;0
26901;86;63;1;0;0
27666;86;63;1;0;0
28432;86;63;1;0;0
29197;86;63;1;0;0
29962;86;63;1;0;0
30728;86;63;1;0;0
31493;86;63;1;0;0
32259;86;63;1;0;0
33024;86;63;1;0;0
33789;86;63;1;0;0
34554;86;63;1;0;0
35319;86;63;1;0;0
36085;86;63;1;0;0
36850;86;63;1;0;0
37616;86;63;1;0;0
38381;86;63;1;0;0
39147;86;63;1;0;0
39912;86;63;1;0;0
40678;86;63;1;0;0
41443;86;63;1;0;0
42208;86;63;1;0;0
42974;86;63;1;0;0
43739;86;63;1;0;0
44505;86;63;1;0;0
45270;86;63;1;0;0
46035;86;63;1;0;0
46800;86;63;1;0;0
47565;86;63;1;0;0
48331;86;63;1;0;0
49096;86;63;1;0;0
49862;86;63;1;0;0
50627;86;63;1;0;0
51393;86;63;1;0;0
52158;86;63;1;0;0
52924;86;63;1;0;0
53689;86;63;1;0;0
54454;86;63;1;0;0
55220;86;63;1;0;0
55985;86;63;1;0;0
56751;86;63;1;0;0
57516;86;63;1;0;0
58281;86;63;1;0;0
59046;86;63;1;0;0
59811;86;63;1;0;0
60577;86;63;1;0;0
61342;86;63;1;0;0
62108;86;63;1;0;0
62873;86;63;1;0;0
63639;86;63;1;0;0
64404;86;63;1;0;0
65170;86;63;1;0;0
65935;86;63;1;0;0
66700;86;63;1;0;0
67466;86;63;1;0;0
68231;86;63;1;0;0
68997;86;63;1;0;0
69762;86;63;1;0;0
70528;86;63;1;0;0
71292;86;63;1;0;0
72057;86;63;1;0;0
72823;86;63;1;0;0
73588;86;63;1;0;0
74354;86;63;1;0;0
75119;86;63;1;0;0
75885;86;63;1;0;0
76650;86;63;1;0;0
77416;86;63;1;0;1
78181;86;63;1;0;1
78946;86;63;1;0;1
79712;86;63;1;0;1
80477;86;63;1;0;1
81243;86;63;1;0;1
82008;86;63;1;0;1
82774;86;63;1;0;1
83538;86;63;1;0;1
84303;86;63;1;0;1
85069;86;63;1;0;1
85834;86;63;1;0;1
86600;86;63;1;0;1
87365;86;63;1;0;1
88131;86;63;1;0;1
88896;86;63;1;0;1
89661;86;63;1;0;1
90427;86;63;1;0;1
91192;86;63;1;0;1
91958;86;63;1;0;1
92723;86;63;1;0;0
93489;86;63;1;0;0
94254;86;63;1;0;0
95020;86;64;1;0;0
95784;86;64;1;0;0
96549;86;64;1;0;0
97315;86;64;1;0;0
98080;86;64;1;0;0
98846;86;64;1;0;0
99611;86;64;1;0;0
100377;86;64;1;0;0
101142;86;64;1;0;0
101907;86;64;1;0;0
102673;86;64;1;0;0
103438;86;64;1;0;0
104204;86;64;1;0;0
104969;86;64;1;0;0
105735;86;64;1;0;0
106500;86;64;1;0;0
107266;86;64;1;0;0
108030;86;64;1;0;0
108796;86;64;1;0;0
109561;86;64;1;0;0
110327;86;64;1;0;0
111092;86;64;1;0;0
111858;86;64;1;0;0
112623;86;64;1;0;0
113389;86;64;1;0;0
114154;86;64;1;0;0
114920;86;64;1;0;0
115685;86;64;1;0;0
116451;86;64;1;0;0
117216;86;64;1;0;0
117982;86;64;1;0;0
118747;86;64;1;0;0
119513;86;64;1;0;0
120278;86;64;1;0;0
121043;86;64;1;0;0
121808;86;64;1;0;0
122573;86;64;1;0;0
123339;86;64;1;0;0
124104;86;64;1;0;0
124870;86;64;1;0;0
125635;86;64;1;0;0
126401;86;64;1;0;0
127166;86;64;1;0;0
127932;86;64;1;0;0
128697;86;64;1;0;0
129463;86;64;1;0;0
130228;86;64;1;0;0
130994;86;64;1;0;0
131759;86;64;1;0;0
132525;86;64;1;0;0
133289;86;64;1;0;0
134055;86;64;1;0;0
